Snake DQN Training Log - 20251014_214114
==================================================
Grid Size: 15x20
Total Episodes: 3000
Final Average Score: 1.18
Best Score: 14
Final Epsilon: 0.0200

Episode Details:
Episode	Score	AvgScore	Epsilon	Reward
776	0	0.66	0.0200	3.23
777	1	0.63	0.0200	3.81
778	2	0.64	0.0200	6.15
779	0	0.64	0.0200	-0.27
780	0	0.64	0.0200	-0.28
781	0	0.63	0.0200	4.70
782	0	0.61	0.0200	-1.09
783	0	0.61	0.0200	-0.23
784	1	0.62	0.0200	4.65
785	0	0.62	0.0200	0.24
786	0	0.62	0.0200	-1.52
787	1	0.61	0.0200	1.85
788	0	0.61	0.0200	-1.53
789	1	0.62	0.0200	7.43
790	0	0.61	0.0200	0.90
791	0	0.61	0.0200	11.66
792	0	0.60	0.0200	2.43
793	0	0.59	0.0200	-0.65
794	0	0.58	0.0200	4.49
795	1	0.59	0.0200	9.38
796	2	0.61	0.0200	4.51
797	0	0.59	0.0200	-0.19
798	1	0.60	0.0200	0.27
799	1	0.61	0.0200	1.15
800	1	0.61	0.0200	8.34
801	0	0.59	0.0200	15.94
802	1	0.59	0.0200	6.46
803	1	0.59	0.0200	4.65
804	0	0.59	0.0200	-0.07
805	0	0.57	0.0200	6.93
806	0	0.57	0.0200	2.48
807	1	0.58	0.0200	3.30
808	1	0.58	0.0200	3.55
809	1	0.59	0.0200	1.08
810	2	0.61	0.0200	5.76
811	0	0.61	0.0200	-0.78
812	2	0.62	0.0200	14.80
813	1	0.63	0.0200	4.03
814	1	0.62	0.0200	0.10
815	1	0.63	0.0200	2.65
816	0	0.62	0.0200	7.45
817	3	0.65	0.0200	13.05
818	1	0.66	0.0200	3.42
819	2	0.67	0.0200	5.83
820	1	0.68	0.0200	4.16
821	1	0.68	0.0200	0.19
822	3	0.71	0.0200	10.05
823	1	0.71	0.0200	9.35
824	0	0.70	0.0200	-0.88
825	0	0.68	0.0200	4.87
826	0	0.68	0.0200	0.95
827	1	0.68	0.0200	0.67
828	0	0.67	0.0200	2.62
829	0	0.66	0.0200	13.03
830	4	0.70	0.0200	14.87
831	0	0.68	0.0200	6.51
832	0	0.68	0.0200	0.75
833	0	0.68	0.0200	0.53
834	3	0.71	0.0200	23.04
835	0	0.71	0.0200	-0.38
836	1	0.70	0.0200	2.79
837	0	0.70	0.0200	0.49
838	0	0.69	0.0200	-1.66
839	0	0.67	0.0200	4.64
840	2	0.69	0.0200	7.98
841	0	0.68	0.0200	1.24
842	0	0.67	0.0200	8.25
843	4	0.71	0.0200	13.02
844	0	0.71	0.0200	-0.06
845	1	0.70	0.0200	6.37
846	0	0.68	0.0200	1.86
847	1	0.69	0.0200	6.43
848	1	0.69	0.0200	2.10
849	1	0.69	0.0200	1.53
850	1	0.67	0.0200	4.37
851	0	0.66	0.0200	-0.20
852	0	0.66	0.0200	2.12
853	1	0.67	0.0200	4.94
854	4	0.71	0.0200	10.69
855	1	0.72	0.0200	4.06
856	1	0.73	0.0200	6.64
857	1	0.73	0.0200	0.10
858	0	0.73	0.0200	0.31
859	3	0.75	0.0200	7.80
860	0	0.75	0.0200	3.42
861	2	0.76	0.0200	6.14
862	0	0.75	0.0200	2.11
863	4	0.77	0.0200	13.72
864	1	0.78	0.0200	0.80
865	2	0.79	0.0200	5.65
866	0	0.78	0.0200	1.81
867	0	0.78	0.0200	-0.30
868	1	0.79	0.0200	18.20
869	1	0.80	0.0200	25.52
870	0	0.80	0.0200	5.33
871	1	0.81	0.0200	0.90
872	1	0.81	0.0200	10.60
873	4	0.85	0.0200	10.04
874	0	0.84	0.0200	2.13
875	0	0.84	0.0200	-0.85
876	1	0.85	0.0200	9.70
877	2	0.86	0.0200	8.70
878	1	0.85	0.0200	1.39
879	0	0.85	0.0200	-0.43
880	2	0.87	0.0200	6.87
881	1	0.88	0.0200	7.07
882	0	0.88	0.0200	1.11
883	4	0.92	0.0200	9.30
884	0	0.91	0.0200	15.25
885	1	0.92	0.0200	14.62
886	0	0.92	0.0200	16.41
887	1	0.92	0.0200	8.24
888	0	0.92	0.0200	0.08
889	1	0.92	0.0200	14.15
890	1	0.93	0.0200	2.88
891	0	0.93	0.0200	-0.46
892	2	0.95	0.0200	3.35
893	2	0.97	0.0200	3.24
894	2	0.99	0.0200	4.03
895	1	0.99	0.0200	1.60
896	0	0.97	0.0200	3.23
897	0	0.97	0.0200	1.32
898	2	0.98	0.0200	5.53
899	1	0.98	0.0200	6.24
900	1	0.98	0.0200	0.71
901	1	0.99	0.0200	2.56
902	0	0.98	0.0200	-0.39
903	4	1.01	0.0200	7.77
904	0	1.01	0.0200	-1.70
905	2	1.03	0.0200	3.87
906	2	1.05	0.0200	7.92
907	0	1.04	0.0200	-0.57
908	1	1.04	0.0200	5.85
909	1	1.04	0.0200	3.54
910	0	1.02	0.0200	0.63
911	0	1.02	0.0200	-1.85
912	2	1.02	0.0200	6.39
913	1	1.02	0.0200	3.81
914	2	1.03	0.0200	8.17
915	2	1.04	0.0200	12.43
916	1	1.05	0.0200	4.52
917	0	1.02	0.0200	10.49
918	1	1.02	0.0200	2.25
919	2	1.02	0.0200	6.14
920	4	1.05	0.0200	12.55
921	1	1.05	0.0200	19.09
922	0	1.02	0.0200	0.85
923	4	1.05	0.0200	11.11
924	0	1.05	0.0200	0.62
925	1	1.06	0.0200	3.09
926	2	1.08	0.0200	8.21
927	1	1.08	0.0200	12.77
928	1	1.09	0.0200	2.13
929	0	1.09	0.0200	0.28
930	0	1.05	0.0200	5.02
931	4	1.09	0.0200	11.90
932	1	1.10	0.0200	1.75
933	1	1.11	0.0200	3.24
934	3	1.11	0.0200	20.47
935	1	1.12	0.0200	9.65
936	1	1.12	0.0200	1.30
937	1	1.13	0.0200	4.17
938	0	1.13	0.0200	5.88
939	0	1.13	0.0200	13.48
940	0	1.11	0.0200	10.32
941	0	1.11	0.0200	9.05
942	0	1.11	0.0200	-1.29
943	0	1.07	0.0200	1.41
944	0	1.07	0.0200	12.67
945	2	1.08	0.0200	6.54
946	1	1.09	0.0200	7.64
947	0	1.08	0.0200	24.64
948	0	1.07	0.0200	-1.52
949	0	1.06	0.0200	1.27
950	1	1.06	0.0200	0.54
951	1	1.07	0.0200	2.19
952	1	1.08	0.0200	6.68
953	0	1.07	0.0200	0.64
954	1	1.04	0.0200	1.68
955	1	1.04	0.0200	3.08
956	1	1.04	0.0200	7.66
957	0	1.03	0.0200	1.35
958	2	1.05	0.0200	8.56
959	2	1.04	0.0200	2.75
960	2	1.06	0.0200	7.88
961	1	1.05	0.0200	3.52
962	0	1.05	0.0200	-1.43
963	2	1.03	0.0200	13.85
964	0	1.02	0.0200	0.53
965	1	1.01	0.0200	1.51
966	1	1.02	0.0200	3.26
967	0	1.02	0.0200	2.23
968	1	1.02	0.0200	1.34
969	1	1.02	0.0200	4.80
970	0	1.02	0.0200	-1.53
971	0	1.01	0.0200	5.51
972	0	1.00	0.0200	3.12
973	0	0.96	0.0200	13.88
974	2	0.98	0.0200	7.29
975	0	0.98	0.0200	-1.70
976	0	0.97	0.0200	-0.89
977	5	1.00	0.0200	14.74
978	1	1.00	0.0200	14.77
979	1	1.01	0.0200	3.88
980	4	1.03	0.0200	10.10
981	1	1.03	0.0200	7.07
982	2	1.05	0.0200	10.56
983	0	1.01	0.0200	0.49
984	2	1.03	0.0200	5.94
985	0	1.02	0.0200	3.22
986	0	1.02	0.0200	22.73
987	0	1.01	0.0200	-1.46
988	4	1.05	0.0200	10.18
989	0	1.04	0.0200	-0.45
990	1	1.04	0.0200	2.23
991	4	1.08	0.0200	14.33
992	2	1.08	0.0200	8.24
993	1	1.07	0.0200	10.64
994	2	1.07	0.0200	11.60
995	3	1.09	0.0200	12.14
996	0	1.09	0.0200	8.29
997	0	1.09	0.0200	-0.26
998	0	1.07	0.0200	1.22
999	2	1.08	0.0200	9.89
1000	1	1.08	0.0200	2.52
1001	5	1.12	0.0200	14.25
1002	2	1.14	0.0200	24.40
1003	0	1.10	0.0200	-1.54
1004	1	1.11	0.0200	2.15
1005	0	1.09	0.0200	0.03
1006	3	1.10	0.0200	13.23
1007	1	1.11	0.0200	4.63
1008	1	1.11	0.0200	9.51
1009	2	1.12	0.0200	6.31
1010	0	1.12	0.0200	16.64
1011	0	1.12	0.0200	-1.11
1012	0	1.10	0.0200	-0.50
1013	0	1.09	0.0200	2.20
1014	3	1.10	0.0200	10.16
1015	1	1.09	0.0200	6.95
1016	3	1.11	0.0200	15.45
1017	0	1.11	0.0200	3.84
1018	0	1.10	0.0200	-1.52
1019	0	1.08	0.0200	0.74
1020	0	1.04	0.0200	-0.61
1021	1	1.04	0.0200	0.04
1022	1	1.05	0.0200	1.96
1023	2	1.03	0.0200	4.45
1024	0	1.03	0.0200	-0.27
1025	0	1.02	0.0200	2.27
1026	4	1.04	0.0200	15.39
1027	1	1.04	0.0200	3.10
1028	4	1.07	0.0200	11.30
1029	2	1.09	0.0200	8.12
1030	0	1.09	0.0200	-1.50
1031	1	1.06	0.0200	4.33
1032	4	1.09	0.0200	13.91
1033	0	1.08	0.0200	2.50
1034	0	1.05	0.0200	2.83
1035	0	1.04	0.0200	-1.08
1036	1	1.04	0.0200	3.99
1037	0	1.03	0.0200	10.49
1038	3	1.06	0.0200	6.46
1039	0	1.06	0.0200	-0.27
1040	0	1.06	0.0200	-1.04
1041	0	1.06	0.0200	-1.03
1042	1	1.07	0.0200	2.18
1043	1	1.08	0.0200	14.60
1044	2	1.10	0.0200	12.26
1045	0	1.08	0.0200	-0.15
1046	1	1.08	0.0200	3.59
1047	0	1.08	0.0200	2.14
1048	3	1.11	0.0200	12.28
1049	1	1.12	0.0200	0.48
1050	6	1.17	0.0200	20.42
1051	2	1.18	0.0200	4.41
1052	0	1.17	0.0200	4.28
1053	3	1.20	0.0200	6.46
1054	4	1.23	0.0200	10.33
1055	2	1.24	0.0200	4.59
1056	0	1.23	0.0200	0.81
1057	0	1.23	0.0200	-1.30
1058	0	1.21	0.0200	0.42
1059	2	1.21	0.0200	5.03
1060	2	1.21	0.0200	5.07
1061	1	1.21	0.0200	1.68
1062	0	1.21	0.0200	-1.24
1063	1	1.20	0.0200	3.87
1064	2	1.22	0.0200	7.94
1065	0	1.21	0.0200	-0.40
1066	3	1.23	0.0200	9.00
1067	1	1.24	0.0200	0.82
1068	1	1.24	0.0200	3.03
1069	0	1.23	0.0200	-0.26
1070	0	1.23	0.0200	-0.23
1071	4	1.27	0.0200	11.01
1072	1	1.28	0.0200	4.36
1073	0	1.28	0.0200	2.64
1074	0	1.26	0.0200	-0.77
1075	3	1.29	0.0200	9.61
1076	0	1.29	0.0200	-0.04
1077	2	1.26	0.0200	4.19
1078	0	1.25	0.0200	-1.47
1079	3	1.27	0.0200	12.14
1080	0	1.23	0.0200	0.48
1081	0	1.22	0.0200	1.36
1082	0	1.20	0.0200	2.32
1083	0	1.20	0.0200	1.65
1084	1	1.19	0.0200	1.80
1085	3	1.22	0.0200	8.44
1086	0	1.22	0.0200	0.27
1087	0	1.22	0.0200	0.85
1088	1	1.19	0.0200	2.92
1089	1	1.20	0.0200	2.06
1090	0	1.19	0.0200	0.36
1091	2	1.17	0.0200	5.24
1092	1	1.16	0.0200	3.33
1093	4	1.19	0.0200	8.74
1094	2	1.19	0.0200	6.72
1095	1	1.17	0.0200	3.10
1096	0	1.17	0.0200	2.58
1097	0	1.17	0.0200	-0.36
1098	2	1.19	0.0200	5.45
1099	1	1.18	0.0200	5.14
1100	1	1.18	0.0200	1.62
1101	3	1.16	0.0200	8.18
1102	2	1.16	0.0200	8.66
1103	2	1.18	0.0200	4.76
1104	1	1.18	0.0200	0.34
1105	8	1.26	0.0200	24.53
1106	2	1.25	0.0200	4.27
1107	2	1.26	0.0200	7.17
1108	2	1.27	0.0200	7.68
1109	1	1.26	0.0200	1.63
1110	0	1.26	0.0200	0.28
1111	0	1.26	0.0200	4.56
1112	3	1.29	0.0200	9.69
1113	1	1.30	0.0200	3.85
1114	1	1.28	0.0200	0.73
1115	0	1.27	0.0200	-0.80
1116	4	1.28	0.0200	13.78
1117	3	1.31	0.0200	12.02
1118	0	1.31	0.0200	0.39
1119	0	1.31	0.0200	-0.77
1120	2	1.33	0.0200	5.88
1121	0	1.32	0.0200	0.11
1122	3	1.34	0.0200	5.41
1123	3	1.35	0.0200	8.71
1124	0	1.35	0.0200	-0.10
1125	1	1.36	0.0200	4.68
1126	0	1.32	0.0200	-0.25
1127	5	1.36	0.0200	14.86
1128	1	1.33	0.0200	3.71
1129	0	1.31	0.0200	-1.52
1130	0	1.31	0.0200	4.90
1131	1	1.31	0.0200	3.87
1132	2	1.29	0.0200	5.01
1133	0	1.29	0.0200	0.12
1134	0	1.29	0.0200	-0.12
1135	1	1.30	0.0200	2.57
1136	0	1.29	0.0200	4.63
1137	3	1.32	0.0200	10.66
1138	1	1.30	0.0200	2.54
1139	2	1.32	0.0200	5.46
1140	0	1.32	0.0200	-0.98
1141	1	1.33	0.0200	2.91
1142	5	1.37	0.0200	14.94
1143	2	1.38	0.0200	3.72
1144	0	1.36	0.0200	-0.77
1145	0	1.36	0.0200	-1.46
1146	1	1.36	0.0200	4.47
1147	2	1.38	0.0200	5.60
1148	0	1.35	0.0200	-0.86
1149	1	1.35	0.0200	0.46
1150	2	1.31	0.0200	3.97
1151	1	1.30	0.0200	0.21
1152	0	1.30	0.0200	-0.05
1153	1	1.28	0.0200	1.04
1154	0	1.24	0.0200	0.34
1155	4	1.26	0.0200	11.86
1156	0	1.26	0.0200	1.67
1157	1	1.27	0.0200	2.22
1158	1	1.28	0.0200	-0.33
1159	0	1.26	0.0200	1.15
1160	2	1.26	0.0200	7.44
1161	4	1.29	0.0200	9.51
1162	2	1.31	0.0200	3.38
1163	0	1.30	0.0200	-0.38
1164	1	1.29	0.0200	3.50
1165	0	1.29	0.0200	-1.08
1166	3	1.29	0.0200	5.63
1167	0	1.28	0.0200	4.71
1168	0	1.27	0.0200	0.11
1169	0	1.27	0.0200	-1.95
1170	1	1.28	0.0200	1.25
1171	2	1.26	0.0200	8.72
1172	1	1.26	0.0200	2.68
1173	2	1.28	0.0200	4.81
1174	2	1.30	0.0200	4.77
1175	2	1.29	0.0200	6.96
1176	1	1.30	0.0200	1.33
1177	3	1.31	0.0200	6.96
1178	2	1.33	0.0200	4.55
1179	3	1.33	0.0200	7.18
1180	2	1.35	0.0200	6.71
1181	0	1.35	0.0200	-1.53
1182	4	1.39	0.0200	8.19
1183	0	1.39	0.0200	0.18
1184	2	1.40	0.0200	4.14
1185	7	1.44	0.0200	27.10
1186	3	1.47	0.0200	8.94
1187	0	1.47	0.0200	-1.21
1188	2	1.48	0.0200	6.26
1189	4	1.51	0.0200	11.56
1190	0	1.51	0.0200	-0.65
1191	2	1.51	0.0200	5.00
1192	2	1.52	0.0200	2.48
1193	1	1.49	0.0200	2.46
1194	1	1.48	0.0200	3.50
1195	0	1.47	0.0200	0.15
1196	3	1.50	0.0200	4.76
1197	0	1.50	0.0200	-0.63
1198	0	1.48	0.0200	-0.20
1199	0	1.47	0.0200	-1.95
1200	2	1.48	0.0200	5.68
1201	0	1.45	0.0200	7.54
1202	1	1.44	0.0200	1.98
1203	0	1.42	0.0200	0.58
1204	0	1.41	0.0200	-0.31
1205	2	1.35	0.0200	5.97
1206	4	1.37	0.0200	9.86
1207	1	1.36	0.0200	3.60
1208	2	1.36	0.0200	5.29
1209	1	1.36	0.0200	3.19
1210	1	1.37	0.0200	4.30
1211	0	1.37	0.0200	0.61
1212	1	1.35	0.0200	1.56
1213	2	1.36	0.0200	5.10
1214	2	1.37	0.0200	2.79
1215	0	1.37	0.0200	-1.06
1216	2	1.35	0.0200	7.93
1217	6	1.38	0.0200	19.14
1218	0	1.38	0.0200	-1.79
1219	1	1.39	0.0200	1.50
1220	4	1.41	0.0200	11.99
1221	1	1.42	0.0200	2.82
1222	2	1.41	0.0200	2.72
1223	2	1.40	0.0200	5.61
1224	0	1.40	0.0200	-0.27
1225	0	1.39	0.0200	1.89
1226	1	1.40	0.0200	1.81
1227	2	1.37	0.0200	8.05
1228	5	1.41	0.0200	14.37
1229	2	1.43	0.0200	3.77
1230	2	1.45	0.0200	3.87
1231	3	1.47	0.0200	7.17
1232	1	1.46	0.0200	1.86
1233	1	1.47	0.0200	2.10
1234	0	1.47	0.0200	0.89
1235	2	1.48	0.0200	7.12
1236	0	1.48	0.0200	4.37
1237	2	1.47	0.0200	6.16
1238	3	1.49	0.0200	7.15
1239	1	1.48	0.0200	0.02
1240	1	1.49	0.0200	2.98
1241	0	1.48	0.0200	0.11
1242	1	1.44	0.0200	1.92
1243	2	1.44	0.0200	3.54
1244	1	1.45	0.0200	2.73
1245	1	1.46	0.0200	2.83
1246	0	1.45	0.0200	-0.91
1247	0	1.43	0.0200	1.69
1248	2	1.45	0.0200	7.08
1249	0	1.44	0.0200	1.54
1250	0	1.42	0.0200	1.52
1251	0	1.41	0.0200	-0.59
1252	1	1.42	0.0200	1.15
1253	1	1.42	0.0200	1.62
1254	1	1.43	0.0200	5.18
1255	2	1.41	0.0200	5.02
1256	0	1.41	0.0200	-1.04
1257	2	1.42	0.0200	5.91
1258	1	1.42	0.0200	2.46
1259	1	1.43	0.0200	0.95
1260	2	1.43	0.0200	7.32
1261	3	1.42	0.0200	8.78
1262	0	1.40	0.0200	-0.63
1263	1	1.41	0.0200	2.70
1264	0	1.40	0.0200	-1.01
1265	0	1.40	0.0200	-1.54
1266	4	1.41	0.0200	7.12
1267	1	1.42	0.0200	-0.05
1268	1	1.43	0.0200	8.25
1269	1	1.44	0.0200	1.37
1270	0	1.43	0.0200	-1.47
1271	2	1.43	0.0200	6.02
1272	0	1.42	0.0200	-0.42
1273	1	1.41	0.0200	0.96
1274	7	1.46	0.0200	26.19
1275	1	1.45	0.0200	3.76
1276	0	1.44	0.0200	-0.72
1277	1	1.42	0.0200	0.62
1278	0	1.40	0.0200	-1.01
1279	2	1.39	0.0200	5.81
1280	2	1.39	0.0200	4.32
1281	0	1.39	0.0200	-1.69
1282	2	1.37	0.0200	3.88
1283	0	1.37	0.0200	-1.54
1284	0	1.35	0.0200	-0.34
1285	2	1.30	0.0200	5.35
1286	0	1.27	0.0200	-0.96
1287	1	1.28	0.0200	1.62
1288	0	1.26	0.0200	1.74
1289	1	1.23	0.0200	0.24
1290	2	1.25	0.0200	3.07
1291	0	1.23	0.0200	-1.43
1292	1	1.22	0.0200	3.05
1293	1	1.22	0.0200	0.15
1294	3	1.24	0.0200	7.18
1295	0	1.24	0.0200	-0.31
1296	1	1.22	0.0200	3.14
1297	1	1.23	0.0200	0.76
1298	2	1.25	0.0200	5.53
1299	2	1.27	0.0200	4.81
1300	0	1.25	0.0200	0.80
1301	1	1.26	0.0200	2.62
1302	1	1.26	0.0200	2.27
1303	0	1.26	0.0200	-1.47
1304	0	1.26	0.0200	-0.80
1305	3	1.27	0.0200	5.86
1306	2	1.25	0.0200	3.53
1307	0	1.24	0.0200	-0.14
1308	2	1.24	0.0200	5.04
1309	0	1.23	0.0200	0.33
1310	7	1.29	0.0200	22.33
1311	1	1.30	0.0200	1.85
1312	2	1.31	0.0200	5.29
1313	1	1.30	0.0200	3.82
1314	6	1.34	0.0200	20.39
1315	1	1.35	0.0200	1.28
1316	1	1.34	0.0200	1.34
1317	1	1.29	0.0200	1.52
1318	1	1.30	0.0200	2.82
1319	3	1.32	0.0200	13.30
1320	0	1.28	0.0200	-0.66
1321	4	1.31	0.0200	11.68
1322	5	1.34	0.0200	15.35
1323	0	1.32	0.0200	-1.06
1324	0	1.32	0.0200	-0.25
1325	0	1.32	0.0200	-0.63
1326	1	1.32	0.0200	2.33
1327	0	1.30	0.0200	0.62
1328	0	1.25	0.0200	-1.52
1329	7	1.30	0.0200	24.25
1330	0	1.28	0.0200	-0.63
1331	0	1.25	0.0200	-0.85
1332	2	1.26	0.0200	5.40
1333	1	1.26	0.0200	1.49
1334	2	1.28	0.0200	2.62
1335	1	1.27	0.0200	1.05
1336	2	1.29	0.0200	4.89
1337	1	1.28	0.0200	0.68
1338	3	1.28	0.0200	7.33
1339	0	1.27	0.0200	-1.53
1340	0	1.26	0.0200	-0.85
1341	0	1.26	0.0200	-1.39
1342	3	1.28	0.0200	7.02
1343	1	1.27	0.0200	4.50
1344	0	1.26	0.0200	0.16
1345	3	1.28	0.0200	7.84
1346	0	1.28	0.0200	-1.25
1347	1	1.29	0.0200	2.26
1348	1	1.28	0.0200	1.14
1349	0	1.28	0.0200	-1.60
1350	0	1.28	0.0200	-0.50
1351	2	1.30	0.0200	7.33
1352	0	1.29	0.0200	0.16
1353	0	1.28	0.0200	-1.82
1354	0	1.27	0.0200	-0.34
1355	1	1.26	0.0200	2.12
1356	0	1.26	0.0200	-0.83
1357	1	1.25	0.0200	1.54
1358	1	1.25	0.0200	2.00
1359	1	1.25	0.0200	2.37
1360	3	1.26	0.0200	6.58
1361	2	1.25	0.0200	5.00
1362	0	1.25	0.0200	-1.67
1363	0	1.24	0.0200	0.11
1364	0	1.24	0.0200	-1.72
1365	0	1.24	0.0200	0.18
1366	3	1.23	0.0200	10.90
1367	2	1.24	0.0200	4.32
1368	0	1.23	0.0200	-1.29
1369	0	1.22	0.0200	-0.09
1370	0	1.22	0.0200	-0.75
1371	1	1.21	0.0200	2.19
1372	0	1.21	0.0200	-1.38
1373	2	1.22	0.0200	4.61
1374	1	1.16	0.0200	1.08
1375	3	1.18	0.0200	7.41
1376	0	1.18	0.0200	-0.11
1377	0	1.17	0.0200	-1.33
1378	0	1.17	0.0200	-0.87
1379	1	1.16	0.0200	2.24
1380	1	1.15	0.0200	2.65
1381	1	1.16	0.0200	3.48
1382	3	1.17	0.0200	7.54
1383	0	1.17	0.0200	-1.74
1384	1	1.18	0.0200	3.24
1385	0	1.16	0.0200	1.12
1386	2	1.18	0.0200	4.29
1387	1	1.18	0.0200	4.39
1388	0	1.18	0.0200	1.18
1389	1	1.18	0.0200	4.03
1390	0	1.16	0.0200	-0.48
1391	0	1.16	0.0200	-1.51
1392	1	1.16	0.0200	1.70
1393	1	1.16	0.0200	2.58
1394	0	1.13	0.0200	0.46
1395	0	1.13	0.0200	-0.45
1396	1	1.13	0.0200	-0.65
1397	0	1.12	0.0200	0.21
1398	0	1.10	0.0200	-0.09
1399	0	1.08	0.0200	-1.41
1400	0	1.08	0.0200	-1.35
1401	0	1.07	0.0200	-0.07
1402	0	1.06	0.0200	-0.88
1403	1	1.07	0.0200	1.45
1404	1	1.08	0.0200	1.52
1405	1	1.06	0.0200	2.88
1406	1	1.05	0.0200	-0.09
1407	3	1.08	0.0200	4.35
1408	1	1.07	0.0200	2.03
1409	1	1.08	0.0200	1.96
1410	3	1.04	0.0200	9.59
1411	1	1.04	0.0200	0.96
1412	0	1.02	0.0200	-0.80
1413	0	1.01	0.0200	-2.18
1414	0	0.95	0.0200	-0.33
1415	0	0.94	0.0200	-0.31
1416	1	0.94	0.0200	1.69
1417	0	0.93	0.0200	-0.16
1418	1	0.93	0.0200	1.50
1419	0	0.90	0.0200	-0.06
1420	0	0.90	0.0200	-0.47
1421	1	0.87	0.0200	2.03
1422	4	0.86	0.0200	8.98
1423	0	0.86	0.0200	-1.38
1424	2	0.88	0.0200	6.14
1425	0	0.88	0.0200	-0.84
1426	1	0.88	0.0200	2.16
1427	2	0.90	0.0200	8.46
1428	0	0.90	0.0200	-1.70
1429	1	0.84	0.0200	1.99
1430	1	0.85	0.0200	1.34
1431	2	0.87	0.0200	6.19
1432	0	0.85	0.0200	0.29
1433	1	0.85	0.0200	3.81
1434	2	0.85	0.0200	5.91
1435	0	0.84	0.0200	0.44
1436	0	0.82	0.0200	-0.95
1437	3	0.84	0.0200	7.81
1438	0	0.81	0.0200	0.91
1439	1	0.82	0.0200	1.41
1440	0	0.82	0.0200	-0.31
1441	1	0.83	0.0200	0.96
1442	1	0.81	0.0200	1.36
1443	0	0.80	0.0200	-1.88
1444	1	0.81	0.0200	3.16
1445	1	0.79	0.0200	1.41
1446	2	0.81	0.0200	4.32
1447	0	0.80	0.0200	-0.63
1448	1	0.80	0.0200	1.41
1449	0	0.80	0.0200	-0.97
1450	1	0.81	0.0200	1.19
1451	0	0.79	0.0200	-2.21
1452	0	0.79	0.0200	-1.49
1453	0	0.79	0.0200	-0.76
1454	0	0.79	0.0200	-0.72
1455	0	0.78	0.0200	0.08
1456	3	0.81	0.0200	3.98
1457	0	0.80	0.0200	-0.66
1458	0	0.79	0.0200	-0.32
1459	5	0.83	0.0200	11.08
1460	2	0.82	0.0200	4.38
1461	0	0.80	0.0200	-1.27
1462	0	0.80	0.0200	-1.04
1463	7	0.87	0.0200	19.69
1464	2	0.89	0.0200	4.37
1465	0	0.89	0.0200	-1.16
1466	1	0.87	0.0200	4.96
1467	0	0.85	0.0200	-1.27
1468	1	0.86	0.0200	1.96
1469	1	0.87	0.0200	0.77
1470	1	0.88	0.0200	1.70
1471	1	0.88	0.0200	3.42
1472	0	0.88	0.0200	-1.66
1473	0	0.86	0.0200	1.88
1474	0	0.85	0.0200	0.04
1475	1	0.83	0.0200	1.06
1476	0	0.83	0.0200	-0.44
1477	0	0.83	0.0200	-0.89
1478	2	0.85	0.0200	3.82
1479	0	0.84	0.0200	-2.13
1480	0	0.83	0.0200	-1.60
1481	5	0.87	0.0200	13.18
1482	1	0.85	0.0200	0.69
1483	0	0.85	0.0200	-1.79
1484	0	0.84	0.0200	1.00
1485	0	0.84	0.0200	-1.49
1486	1	0.83	0.0200	1.52
1487	1	0.83	0.0200	2.57
1488	0	0.83	0.0200	-0.46
1489	0	0.82	0.0200	-1.43
1490	0	0.82	0.0200	-1.42
1491	2	0.84	0.0200	4.09
1492	5	0.88	0.0200	12.21
1493	2	0.89	0.0200	4.48
1494	1	0.90	0.0200	0.85
1495	0	0.90	0.0200	-1.00
1496	0	0.89	0.0200	-1.30
1497	3	0.92	0.0200	7.04
1498	0	0.92	0.0200	-1.04
1499	0	0.92	0.0200	-2.22
1500	2	0.94	0.0200	6.48
1501	1	0.95	0.0200	2.77
1502	0	0.95	0.0200	-0.92
1503	0	0.94	0.0200	-1.52
1504	0	0.93	0.0200	-1.01
1505	0	0.92	0.0200	-0.95
1506	0	0.91	0.0200	-0.42
1507	0	0.88	0.0200	-1.88
1508	0	0.87	0.0200	-1.01
1509	1	0.87	0.0200	2.57
1510	0	0.84	0.0200	-2.11
1511	3	0.86	0.0200	10.69
1512	0	0.86	0.0200	-1.22
1513	2	0.88	0.0200	4.59
1514	1	0.89	0.0200	4.93
1515	0	0.89	0.0200	-0.95
1516	2	0.90	0.0200	4.66
1517	0	0.90	0.0200	-1.18
1518	0	0.89	0.0200	-1.10
1519	3	0.92	0.0200	9.03
1520	1	0.93	0.0200	1.73
1521	2	0.94	0.0200	2.15
1522	0	0.90	0.0200	-1.18
1523	1	0.91	0.0200	2.33
1524	0	0.89	0.0200	-0.85
1525	1	0.90	0.0200	2.56
1526	1	0.90	0.0200	1.36
1527	1	0.89	0.0200	1.32
1528	1	0.90	0.0200	4.14
1529	1	0.90	0.0200	2.89
1530	1	0.90	0.0200	1.35
1531	2	0.90	0.0200	6.53
1532	2	0.92	0.0200	6.62
1533	0	0.91	0.0200	-0.63
1534	0	0.89	0.0200	0.45
1535	2	0.91	0.0200	3.37
1536	0	0.91	0.0200	-1.12
1537	0	0.88	0.0200	-0.24
1538	0	0.88	0.0200	2.47
1539	2	0.89	0.0200	6.57
1540	2	0.91	0.0200	4.87
1541	0	0.90	0.0200	-1.33
1542	1	0.90	0.0200	3.03
1543	0	0.90	0.0200	-2.12
1544	1	0.90	0.0200	2.41
1545	0	0.89	0.0200	-1.20
1546	1	0.88	0.0200	1.18
1547	2	0.90	0.0200	5.24
1548	1	0.90	0.0200	0.71
