Snake DQN Training Log - 20251014_142744
==================================================
Grid Size: 15x20
Total Episodes: 1000
Final Average Score: 0.18
Best Score: 6
Final Epsilon: 0.0100

Episode Details:
Episode	Score	AvgScore	Epsilon	Reward
208	0	0.81	0.0100	-1.00
209	0	0.81	0.0100	-1.00
210	1	0.81	0.0100	0.00
211	0	0.80	0.0100	-1.00
212	1	0.80	0.0100	0.00
213	0	0.80	0.0100	-1.00
214	0	0.80	0.0100	-1.00
215	0	0.80	0.0100	-1.00
216	1	0.81	0.0100	0.00
217	0	0.81	0.0100	-1.00
218	1	0.82	0.0100	0.00
219	0	0.82	0.0100	-1.00
220	0	0.82	0.0100	-1.00
221	0	0.82	0.0100	-1.00
222	0	0.82	0.0100	-1.00
223	1	0.82	0.0100	0.00
224	0	0.81	0.0100	-1.00
225	0	0.80	0.0100	-1.00
226	0	0.80	0.0100	-1.00
227	0	0.80	0.0100	-1.00
228	0	0.79	0.0100	-1.00
229	1	0.80	0.0100	0.00
230	1	0.80	0.0100	0.00
231	1	0.79	0.0100	0.00
232	0	0.79	0.0100	-1.00
233	1	0.80	0.0100	0.00
234	2	0.82	0.0100	1.00
235	3	0.84	0.0100	2.00
236	0	0.83	0.0100	-1.00
237	1	0.84	0.0100	0.00
238	0	0.84	0.0100	-1.00
239	0	0.84	0.0100	-1.00
240	0	0.84	0.0100	-1.00
241	1	0.85	0.0100	0.00
242	0	0.85	0.0100	-1.00
243	2	0.86	0.0100	1.00
244	0	0.85	0.0100	-1.00
245	0	0.85	0.0100	-1.00
246	1	0.86	0.0100	0.00
247	0	0.86	0.0100	-1.00
248	0	0.85	0.0100	-1.00
249	0	0.85	0.0100	-1.00
250	0	0.85	0.0100	-1.00
251	0	0.84	0.0100	-1.00
252	0	0.84	0.0100	-1.00
253	1	0.85	0.0100	0.00
254	0	0.85	0.0100	-1.00
255	0	0.84	0.0100	-1.00
256	0	0.84	0.0100	-1.00
257	0	0.83	0.0100	-1.00
258	0	0.83	0.0100	-1.00
259	1	0.84	0.0100	0.00
260	0	0.81	0.0100	-1.00
261	4	0.84	0.0100	4.00
262	1	0.82	0.0100	0.00
263	0	0.81	0.0100	-1.00
264	2	0.81	0.0100	1.00
265	1	0.81	0.0100	0.00
266	0	0.77	0.0100	-1.00
267	0	0.77	0.0100	-1.00
268	0	0.76	0.0100	-1.00
269	0	0.75	0.0100	-1.00
270	0	0.72	0.0100	-1.00
271	1	0.71	0.0100	0.00
272	4	0.74	0.0100	3.00
273	0	0.71	0.0100	-1.00
274	0	0.69	0.0100	-1.00
275	0	0.69	0.0100	-1.00
276	1	0.68	0.0100	0.00
277	1	0.69	0.0100	0.00
278	2	0.69	0.0100	1.00
279	2	0.71	0.0100	1.00
280	4	0.73	0.0100	3.00
281	2	0.74	0.0100	1.00
282	0	0.73	0.0100	-1.00
283	0	0.72	0.0100	-1.00
284	1	0.72	0.0100	0.00
285	1	0.67	0.0100	0.00
286	2	0.68	0.0100	1.00
287	0	0.68	0.0100	-1.00
288	0	0.66	0.0100	-1.00
289	0	0.66	0.0100	-1.00
290	0	0.66	0.0100	-1.00
291	0	0.65	0.0100	-1.00
292	0	0.65	0.0100	-1.00
293	0	0.62	0.0100	-1.00
294	0	0.60	0.0100	-1.00
295	0	0.58	0.0100	-1.00
296	1	0.59	0.0100	0.00
297	1	0.60	0.0100	0.00
298	0	0.59	0.0100	-1.00
299	0	0.58	0.0100	-1.00
300	0	0.57	0.0100	-1.00
301	0	0.56	0.0100	-1.00
302	0	0.56	0.0100	-1.00
303	2	0.57	0.0100	1.00
304	0	0.57	0.0100	-1.00
305	0	0.54	0.0100	-1.00
306	1	0.55	0.0100	0.00
307	0	0.55	0.0100	-1.00
308	0	0.55	0.0100	-1.00
309	0	0.55	0.0100	-1.00
310	0	0.54	0.0100	-1.00
311	0	0.54	0.0100	-1.00
312	0	0.53	0.0100	-1.00
313	0	0.53	0.0100	-1.00
314	0	0.53	0.0100	-1.00
315	0	0.53	0.0100	-1.00
316	0	0.52	0.0100	-1.00
317	0	0.52	0.0100	-1.00
318	0	0.51	0.0100	-1.00
319	0	0.51	0.0100	-1.00
320	1	0.52	0.0100	0.00
321	0	0.52	0.0100	-1.00
322	0	0.52	0.0100	-1.00
323	0	0.51	0.0100	-1.00
324	0	0.51	0.0100	-1.00
325	0	0.51	0.0100	-1.00
326	1	0.52	0.0100	0.00
327	0	0.52	0.0100	-1.00
328	0	0.52	0.0100	-1.00
329	0	0.51	0.0100	-1.00
330	0	0.50	0.0100	-1.00
331	0	0.49	0.0100	-1.00
332	0	0.49	0.0100	-1.00
333	0	0.48	0.0100	-1.00
334	1	0.47	0.0100	0.00
335	0	0.44	0.0100	-1.00
336	0	0.44	0.0100	-1.00
337	0	0.43	0.0100	-1.00
338	0	0.43	0.0100	-1.00
339	0	0.43	0.0100	-1.00
340	0	0.43	0.0100	-1.00
341	0	0.42	0.0100	-1.00
342	1	0.43	0.0100	0.00
343	0	0.41	0.0100	-1.00
344	0	0.41	0.0100	-1.00
345	0	0.41	0.0100	-1.00
346	0	0.40	0.0100	-1.00
347	2	0.42	0.0100	1.00
348	0	0.42	0.0100	-1.00
349	2	0.44	0.0100	1.00
350	0	0.44	0.0100	-1.00
351	0	0.44	0.0100	-1.00
352	2	0.46	0.0100	1.00
353	0	0.45	0.0100	-1.00
354	0	0.45	0.0100	-1.00
355	0	0.45	0.0100	-1.00
356	0	0.45	0.0100	-1.00
357	0	0.45	0.0100	-1.00
358	3	0.48	0.0100	2.00
359	0	0.47	0.0100	-1.00
360	0	0.47	0.0100	-1.00
361	0	0.43	0.0100	-1.00
362	0	0.42	0.0100	-1.00
363	0	0.42	0.0100	-1.00
364	0	0.40	0.0100	-1.00
365	1	0.40	0.0100	0.00
366	2	0.42	0.0100	1.00
367	1	0.43	0.0100	0.00
368	1	0.44	0.0100	0.00
369	1	0.45	0.0100	0.00
370	0	0.45	0.0100	-1.00
371	0	0.44	0.0100	-1.00
372	0	0.40	0.0100	-1.00
373	0	0.40	0.0100	-1.00
374	0	0.40	0.0100	-1.00
375	0	0.40	0.0100	-1.00
376	0	0.39	0.0100	-1.00
377	0	0.38	0.0100	-1.00
378	0	0.36	0.0100	-1.00
379	0	0.34	0.0100	-1.00
380	1	0.31	0.0100	0.00
381	0	0.29	0.0100	-1.00
382	1	0.30	0.0100	0.00
383	0	0.30	0.0100	-1.00
384	0	0.29	0.0100	-1.00
385	1	0.29	0.0100	0.00
386	1	0.28	0.0100	0.00
387	0	0.28	0.0100	-1.00
388	1	0.29	0.0100	0.00
389	1	0.30	0.0100	0.00
390	0	0.30	0.0100	-1.00
391	0	0.30	0.0100	-1.00
392	0	0.30	0.0100	-1.00
393	0	0.30	0.0100	-1.00
394	1	0.31	0.0100	0.00
395	0	0.31	0.0100	-1.00
396	1	0.31	0.0100	0.00
397	1	0.31	0.0100	0.00
398	0	0.31	0.0100	-1.00
399	2	0.33	0.0100	1.00
400	1	0.34	0.0100	0.00
401	1	0.35	0.0100	0.00
402	0	0.35	0.0100	-1.00
403	0	0.33	0.0100	-1.00
404	0	0.33	0.0100	-1.00
405	1	0.34	0.0100	0.00
406	0	0.33	0.0100	-1.00
407	1	0.34	0.0100	0.00
408	0	0.34	0.0100	-1.00
409	0	0.34	0.0100	-1.00
410	0	0.34	0.0100	-1.00
411	0	0.34	0.0100	-1.00
412	0	0.34	0.0100	-1.00
413	0	0.34	0.0100	-1.00
414	1	0.35	0.0100	0.00
415	1	0.36	0.0100	0.00
416	0	0.36	0.0100	-1.00
417	1	0.37	0.0100	0.00
418	0	0.37	0.0100	-1.00
419	0	0.37	0.0100	-1.00
420	1	0.37	0.0100	0.00
421	0	0.37	0.0100	-1.00
422	0	0.37	0.0100	-1.00
423	0	0.37	0.0100	-1.00
424	1	0.38	0.0100	0.00
425	0	0.38	0.0100	-1.00
426	0	0.37	0.0100	-1.00
427	3	0.40	0.0100	2.00
428	2	0.42	0.0100	1.00
429	1	0.43	0.0100	0.00
430	0	0.43	0.0100	-1.00
431	0	0.43	0.0100	-1.00
432	1	0.44	0.0100	0.00
433	0	0.44	0.0100	-1.00
434	0	0.43	0.0100	-1.00
435	1	0.44	0.0100	0.00
436	0	0.44	0.0100	-1.00
437	1	0.45	0.0100	0.00
438	1	0.46	0.0100	0.00
439	2	0.48	0.0100	1.00
440	1	0.49	0.0100	0.00
441	1	0.50	0.0100	0.00
442	0	0.49	0.0100	-1.00
443	0	0.49	0.0100	-1.00
444	0	0.49	0.0100	-1.00
445	1	0.50	0.0100	0.00
446	0	0.50	0.0100	-1.00
447	0	0.48	0.0100	-1.00
448	0	0.48	0.0100	-1.00
449	1	0.47	0.0100	0.00
450	0	0.47	0.0100	-1.00
451	1	0.48	0.0100	0.00
452	1	0.47	0.0100	0.00
453	1	0.48	0.0100	0.00
454	0	0.48	0.0100	-1.00
455	1	0.49	0.0100	0.00
456	3	0.52	0.0100	2.00
457	2	0.54	0.0100	1.00
458	0	0.51	0.0100	-1.00
459	0	0.51	0.0100	-1.00
460	0	0.51	0.0100	-1.00
461	0	0.51	0.0100	-1.00
462	0	0.51	0.0100	-1.00
463	0	0.51	0.0100	-1.00
464	0	0.51	0.0100	-1.00
465	0	0.50	0.0100	-1.00
466	0	0.48	0.0100	-1.00
467	1	0.48	0.0100	0.00
468	0	0.47	0.0100	-1.00
469	0	0.46	0.0100	-1.00
470	0	0.46	0.0100	-1.00
471	0	0.46	0.0100	-1.00
472	2	0.48	0.0100	1.00
473	2	0.50	0.0100	1.00
474	2	0.52	0.0100	1.00
475	0	0.52	0.0100	-1.00
476	1	0.53	0.0100	0.00
477	1	0.54	0.0100	0.00
478	0	0.54	0.0100	-1.00
479	1	0.55	0.0100	0.00
480	2	0.56	0.0100	1.00
481	0	0.56	0.0100	-1.00
482	0	0.55	0.0100	-1.00
483	0	0.55	0.0100	-1.00
484	0	0.55	0.0100	-1.00
485	0	0.54	0.0100	-1.00
486	0	0.53	0.0100	-1.00
487	0	0.53	0.0100	-1.00
488	0	0.52	0.0100	-1.00
489	0	0.51	0.0100	-1.00
490	1	0.52	0.0100	0.00
491	0	0.52	0.0100	-1.00
492	0	0.52	0.0100	-1.00
493	0	0.52	0.0100	-1.00
494	0	0.51	0.0100	-1.00
495	0	0.51	0.0100	-1.00
496	0	0.50	0.0100	-1.00
497	0	0.49	0.0100	-1.00
498	1	0.50	0.0100	0.00
499	0	0.48	0.0100	-1.00
500	0	0.47	0.0100	-1.00
501	1	0.47	0.0100	0.00
502	1	0.48	0.0100	0.00
503	0	0.48	0.0100	-1.00
504	0	0.48	0.0100	-1.00
505	0	0.47	0.0100	-1.00
506	0	0.47	0.0100	-1.00
507	1	0.47	0.0100	0.00
508	0	0.47	0.0100	-1.00
509	0	0.47	0.0100	-1.00
510	1	0.48	0.0100	0.00
511	0	0.48	0.0100	-1.00
512	0	0.48	0.0100	-1.00
513	0	0.48	0.0100	-1.00
514	0	0.47	0.0100	-1.00
515	0	0.46	0.0100	-1.00
516	0	0.46	0.0100	-1.00
517	0	0.45	0.0100	-1.00
518	0	0.45	0.0100	-1.00
519	0	0.45	0.0100	-1.00
520	0	0.44	0.0100	-1.00
521	0	0.44	0.0100	-1.00
522	0	0.44	0.0100	-1.00
523	0	0.44	0.0100	-1.00
524	0	0.43	0.0100	-1.00
525	0	0.43	0.0100	-1.00
526	0	0.43	0.0100	-1.00
527	0	0.40	0.0100	-1.00
528	0	0.38	0.0100	-1.00
529	0	0.37	0.0100	-1.00
530	0	0.37	0.0100	-1.00
531	0	0.37	0.0100	-1.00
532	0	0.36	0.0100	-1.00
533	0	0.36	0.0100	-1.00
534	0	0.36	0.0100	-1.00
535	0	0.35	0.0100	-1.00
536	0	0.35	0.0100	-1.00
537	1	0.35	0.0100	0.00
538	0	0.34	0.0100	-1.00
539	0	0.32	0.0100	-1.00
540	0	0.31	0.0100	-1.00
541	0	0.30	0.0100	-1.00
542	0	0.30	0.0100	-1.00
543	1	0.31	0.0100	0.00
544	0	0.31	0.0100	-1.00
545	0	0.30	0.0100	-1.00
546	0	0.30	0.0100	-1.00
547	0	0.30	0.0100	-1.00
548	0	0.30	0.0100	-1.00
549	1	0.30	0.0100	0.00
550	0	0.30	0.0100	-1.00
551	0	0.29	0.0100	-1.00
552	0	0.28	0.0100	-1.00
553	0	0.27	0.0100	-1.00
554	0	0.27	0.0100	-1.00
555	0	0.26	0.0100	-1.00
556	1	0.24	0.0100	0.00
557	0	0.22	0.0100	-1.00
558	0	0.22	0.0100	-1.00
559	0	0.22	0.0100	-1.00
560	0	0.22	0.0100	-1.00
561	0	0.22	0.0100	-1.00
562	0	0.22	0.0100	-1.00
563	0	0.22	0.0100	-1.00
564	0	0.22	0.0100	-1.00
565	0	0.22	0.0100	-1.00
566	0	0.22	0.0100	-1.00
567	0	0.21	0.0100	-1.00
568	0	0.21	0.0100	-1.00
569	0	0.21	0.0100	-1.00
570	0	0.21	0.0100	-1.00
571	0	0.21	0.0100	-1.00
572	0	0.19	0.0100	-1.00
573	0	0.17	0.0100	-1.00
574	0	0.15	0.0100	-1.00
575	0	0.15	0.0100	-1.00
576	0	0.14	0.0100	-1.00
577	0	0.13	0.0100	-1.00
578	0	0.13	0.0100	-1.00
579	0	0.12	0.0100	-1.00
580	1	0.11	0.0100	0.00
581	0	0.11	0.0100	-1.00
582	0	0.11	0.0100	-1.00
583	0	0.11	0.0100	-1.00
584	0	0.11	0.0100	-1.00
585	0	0.11	0.0100	-1.00
586	0	0.11	0.0100	-1.00
587	0	0.11	0.0100	-1.00
588	0	0.11	0.0100	-1.00
589	0	0.11	0.0100	-1.00
590	0	0.10	0.0100	-1.00
591	0	0.10	0.0100	-1.00
592	0	0.10	0.0100	-1.00
593	0	0.10	0.0100	-1.00
594	1	0.11	0.0100	0.00
595	3	0.14	0.0100	2.00
596	1	0.15	0.0100	0.00
597	0	0.15	0.0100	-1.00
598	0	0.14	0.0100	-1.00
599	1	0.15	0.0100	0.00
600	0	0.15	0.0100	-1.00
601	0	0.14	0.0100	-1.00
602	1	0.14	0.0100	0.00
603	0	0.14	0.0100	-1.00
604	0	0.14	0.0100	-1.00
605	0	0.14	0.0100	-1.00
606	0	0.14	0.0100	-1.00
607	0	0.13	0.0100	-1.00
608	0	0.13	0.0100	-1.00
609	0	0.13	0.0100	-1.00
610	0	0.12	0.0100	-1.00
611	0	0.12	0.0100	-1.00
612	1	0.13	0.0100	0.00
613	1	0.14	0.0100	0.00
614	0	0.14	0.0100	-1.00
615	0	0.14	0.0100	-1.00
616	0	0.14	0.0100	-1.00
617	0	0.14	0.0100	-1.00
618	0	0.14	0.0100	-1.00
619	1	0.15	0.0100	0.00
620	0	0.15	0.0100	-1.00
621	0	0.15	0.0100	-1.00
622	0	0.15	0.0100	-1.00
623	0	0.15	0.0100	-1.00
624	0	0.15	0.0100	-1.00
625	0	0.15	0.0100	-1.00
626	0	0.15	0.0100	-1.00
627	0	0.15	0.0100	-1.00
628	0	0.15	0.0100	-1.00
629	0	0.15	0.0100	-1.00
630	0	0.15	0.0100	-1.00
631	1	0.16	0.0100	0.00
632	0	0.16	0.0100	-1.00
633	0	0.16	0.0100	-1.00
634	0	0.16	0.0100	-1.00
635	0	0.16	0.0100	-1.00
636	0	0.16	0.0100	-1.00
637	0	0.15	0.0100	-1.00
638	0	0.15	0.0100	-1.00
639	0	0.15	0.0100	-1.00
640	0	0.15	0.0100	-1.00
641	0	0.15	0.0100	-1.00
642	0	0.15	0.0100	-1.00
643	0	0.14	0.0100	-1.00
644	0	0.14	0.0100	-1.00
645	0	0.14	0.0100	-1.00
646	1	0.15	0.0100	0.00
647	0	0.15	0.0100	-1.00
648	1	0.16	0.0100	0.00
649	0	0.15	0.0100	-1.00
650	0	0.15	0.0100	-1.00
651	0	0.15	0.0100	-1.00
652	0	0.15	0.0100	-1.00
653	0	0.15	0.0100	-1.00
654	0	0.15	0.0100	-1.00
655	1	0.16	0.0100	0.00
656	0	0.15	0.0100	-1.00
657	0	0.15	0.0100	-1.00
658	1	0.16	0.0100	0.00
659	0	0.16	0.0100	-1.00
660	0	0.16	0.0100	-1.00
661	1	0.17	0.0100	0.00
662	1	0.18	0.0100	0.00
663	0	0.18	0.0100	-1.00
664	0	0.18	0.0100	-1.00
665	0	0.18	0.0100	-1.00
666	0	0.18	0.0100	-1.00
667	1	0.19	0.0100	0.00
668	0	0.19	0.0100	-1.00
669	0	0.19	0.0100	-1.00
670	0	0.19	0.0100	-1.00
671	0	0.19	0.0100	-1.00
672	0	0.19	0.0100	-1.00
673	0	0.19	0.0100	-1.00
674	0	0.19	0.0100	-1.00
675	0	0.19	0.0100	-1.00
676	0	0.19	0.0100	-1.00
677	0	0.19	0.0100	-1.00
678	1	0.20	0.0100	0.00
679	0	0.20	0.0100	-1.00
680	0	0.19	0.0100	-1.00
681	0	0.19	0.0100	-1.00
682	0	0.19	0.0100	-1.00
683	0	0.19	0.0100	-1.00
684	0	0.19	0.0100	-1.00
685	0	0.19	0.0100	-1.00
686	0	0.19	0.0100	-1.00
687	1	0.20	0.0100	0.00
688	0	0.20	0.0100	-1.00
689	0	0.20	0.0100	-1.00
690	0	0.20	0.0100	-1.00
691	0	0.20	0.0100	-1.00
692	0	0.20	0.0100	-1.00
693	0	0.20	0.0100	-1.00
694	1	0.20	0.0100	0.00
695	0	0.17	0.0100	-1.00
696	0	0.16	0.0100	-1.00
697	0	0.16	0.0100	-1.00
698	0	0.16	0.0100	-1.00
699	1	0.16	0.0100	0.00
700	0	0.16	0.0100	-1.00
701	0	0.16	0.0100	-1.00
702	0	0.15	0.0100	-1.00
703	1	0.16	0.0100	0.00
704	0	0.16	0.0100	-1.00
705	1	0.17	0.0100	0.00
706	1	0.18	0.0100	0.00
707	0	0.18	0.0100	-1.00
708	0	0.18	0.0100	-1.00
709	0	0.18	0.0100	-1.00
710	1	0.19	0.0100	0.00
711	4	0.23	0.0100	3.00
712	0	0.22	0.0100	-1.00
713	0	0.21	0.0100	-1.00
714	0	0.21	0.0100	-1.00
715	0	0.21	0.0100	-1.00
716	0	0.21	0.0100	-1.00
717	1	0.22	0.0100	0.00
718	0	0.22	0.0100	-1.00
719	0	0.21	0.0100	-1.00
720	1	0.22	0.0100	0.00
721	0	0.22	0.0100	-1.00
722	0	0.22	0.0100	-1.00
723	0	0.22	0.0100	-1.00
724	0	0.22	0.0100	-1.00
725	0	0.22	0.0100	-1.00
726	0	0.22	0.0100	-1.00
727	0	0.22	0.0100	-1.00
728	0	0.22	0.0100	-1.00
729	0	0.22	0.0100	-1.00
730	0	0.22	0.0100	-1.00
731	0	0.21	0.0100	-1.00
732	0	0.21	0.0100	-1.00
733	0	0.21	0.0100	-1.00
734	0	0.21	0.0100	-1.00
735	0	0.21	0.0100	-1.00
736	0	0.21	0.0100	-1.00
737	0	0.21	0.0100	-1.00
738	0	0.21	0.0100	-1.00
739	0	0.21	0.0100	-1.00
740	1	0.22	0.0100	0.00
741	0	0.22	0.0100	-1.00
742	0	0.22	0.0100	-1.00
743	0	0.22	0.0100	-1.00
744	0	0.22	0.0100	-1.00
745	0	0.22	0.0100	-1.00
746	1	0.22	0.0100	0.00
747	0	0.22	0.0100	-1.00
748	0	0.21	0.0100	-1.00
749	0	0.21	0.0100	-1.00
750	0	0.21	0.0100	-1.00
751	0	0.21	0.0100	-1.00
752	0	0.21	0.0100	-1.00
753	0	0.21	0.0100	-1.00
754	0	0.21	0.0100	-1.00
755	0	0.20	0.0100	-1.00
756	0	0.20	0.0100	-1.00
757	0	0.20	0.0100	-1.00
758	2	0.21	0.0100	1.00
759	0	0.21	0.0100	-1.00
760	0	0.21	0.0100	-1.00
761	0	0.20	0.0100	-1.00
762	0	0.19	0.0100	-1.00
763	0	0.19	0.0100	-1.00
764	1	0.20	0.0100	0.00
765	0	0.20	0.0100	-1.00
766	0	0.20	0.0100	-1.00
767	0	0.19	0.0100	-1.00
768	0	0.19	0.0100	-1.00
769	1	0.20	0.0100	0.00
770	0	0.20	0.0100	-1.00
771	0	0.20	0.0100	-1.00
772	3	0.23	0.0100	2.00
773	0	0.23	0.0100	-1.00
774	1	0.24	0.0100	0.00
775	0	0.24	0.0100	-1.00
776	0	0.24	0.0100	-1.00
